p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
3.391896484949041e-125,2.564012676098916,0.128,0.017,1.4195086789511736e-120,T cells,PRF1
7.116475470749874e-58,2.556634754981222,0.161,0.048,2.978244984508822e-53,T cells,AC058791.1
1.1267002129867302e-250,2.5544191591934124,0.364,0.069,4.715240391349466e-246,T cells,ITGB2
7.012845351513911e-118,2.552183562740761,0.205,0.044,2.9348757796085716e-113,T cells,CCND2
2.133958179681523e-54,2.551932183781956,0.141,0.04,8.930614981967174e-50,T cells,FAM102A
2.5473839943048924e-88,2.5498333858957647,0.157,0.034,1.0660802016165975e-83,T cells,SLFN5
3.478618171743426e-229,2.541810027413632,0.266,0.04,1.4558017048746238e-224,T cells,PRKCH
1.5621291726191698e-172,2.539003760580804,0.387,0.11,6.537510587411226e-168,T cells,LCP1
6.765717584371767e-107,2.5320897465018186,0.222,0.056,2.8314528090595847e-102,T cells,BTN3A2
8.827458906131592e-41,2.531621654862852,0.211,0.096,3.694291552216071e-36,T cells,SC5D
1.669389133017951e-113,2.523001375850836,0.198,0.043,6.986393521680124e-109,T cells,WAS
4.837024735862027e-124,2.521716894628555,0.213,0.045,2.0242948519582585e-119,T cells,RASSF5
1.787630445348114e-49,2.5158512911274222,0.174,0.06,7.481233413781857e-45,T cells,CCL4L2
1.2693912457086658e-160,2.505003512224495,0.269,0.057,5.312402363290766e-156,T cells,SELL
0,2.5040972679583535,0.468,0.087,0,T cells,BIRC3
0,2.500601598720136,0.519,0.103,0,T cells,ISG20
2.9326680267993077e-98,2.4940471544251346,0.153,0.029,1.2273215692155103e-93,T cells,ARAP2
9.743182176450093e-66,2.4919535588320407,0.142,0.036,4.077521740844364e-61,T cells,NCKAP1L
2.126084306759722e-245,2.478245911405415,0.394,0.083,8.897662823789437e-241,T cells,CD53
1.6000566244259397e-203,2.4706816316906,0.424,0.115,6.696236973222557e-199,T cells,PSMB9
0,2.465198936481212,0.921,0.311,0,T cells,HLA-C
1.6705477747549023e-129,2.4630077396723435,0.33,0.102,6.991242437349267e-125,T cells,RHOG
4.941077218761904e-150,2.4626624761292923,0.271,0.061,2.0678408160518567e-145,T cells,HCLS1
4.49395113360482e-80,2.460527014926661,0.162,0.039,1.8807185494136171e-75,T cells,SPN
3.8585486556019006e-112,2.4545707401189656,0.151,0.026,1.6148026123693955e-107,T cells,MATK
1.1253702138783013e-119,2.451497538807295,0.269,0.073,4.709674345080691e-115,T cells,TNFAIP8
6.831636713774728e-237,2.4476212784005003,0.625,0.232,2.8590399647147236e-232,T cells,CREM
5.59131688806907e-136,2.447111757562922,0.403,0.146,2.3399661176569057e-131,T cells,CRIP1
9.00913399272339e-89,2.4401280526601887,0.287,0.101,3.770322575954739e-84,T cells,MBP
2.0765004236572922e-243,2.4348069597290305,0.497,0.136,8.690154273005768e-239,T cells,ELF1
1.3345178251025658e-124,2.4305804561938493,0.4,0.151,5.584957098054238e-120,T cells,LBH
6.774228852807483e-148,2.414667406808892,0.454,0.176,2.835014774899932e-143,T cells,ABRACL
6.36465493428238e-194,2.4111604433967444,0.488,0.161,2.663608089997176e-189,T cells,COTL1
2.1536669608966708e-87,2.4106624881191228,0.219,0.062,9.0130962313525665e-83,T cells,TAP1
2.4851718499956853e-115,2.4033406185840542,0.234,0.057,1.0400444192231943e-110,T cells,SOCS1
9.134894249073198e-118,2.396910553040599,0.251,0.064,3.8229532432371335e-113,T cells,EVI2B
5.760233859821903e-149,2.396155643396655,0.463,0.181,2.4106578703354663e-144,T cells,RGS10
7.755075067799527e-156,2.38936433985866,0.272,0.059,3.245498915874102e-151,T cells,RIPOR2
3.3711164378292947e-116,2.388464921384954,0.25,0.064,1.4108122292315598e-111,T cells,CASP4
1.0487159650837651e-141,2.385471007134838,0.409,0.144,4.388876313875557e-137,T cells,CIB1
1.638198852443387e-127,2.3615082903496836,0.235,0.053,6.855862197475575e-123,T cells,APBB1IP
2.4926553872969335e-206,2.346989420033587,0.41,0.104,1.0431762795837667e-201,T cells,LSP1
2.8905641466984843e-50,2.3403126118717252,0.25,0.112,1.2097010953933157e-45,T cells,RESF1
0,2.3334684265794454,0.946,0.325,0,T cells,HLA-B
1.0778909285004706e-52,2.3216519970786282,0.204,0.077,4.5109735357744695e-48,T cells,FAM118A
1.940308893417317e-235,2.321533844947005,0.478,0.128,8.120192718951472e-231,T cells,EMP3
8.334959320163306e-246,2.3212164663201866,0.267,0.038,3.4881804754883435e-241,T cells,CTSW
4.29988407162063e-95,2.3103620826008235,0.209,0.054,1.7995014839732338e-90,T cells,VSIR
0,2.3030979178304274,0.663,0.146,0,T cells,LAPTM5
2.4138493632786147e-47,2.2957299467648644,0.173,0.062,1.0101959585321003e-42,T cells,ABHD14B
7.077421789318217e-75,2.2917593650265133,0.129,0.027,2.961901018829674e-70,T cells,TMIGD2
8.517595356672911e-91,2.2818864088496538,0.294,0.104,3.564613656767613e-86,T cells,SEPTIN1
7.431171719813351e-76,2.2811283299772045,0.163,0.041,3.1099453647418878e-71,T cells,JAML
5.100297400567448e-59,2.274624490975482,0.148,0.041,2.1344744621374768e-54,T cells,TMC6
9.301006509081812e-148,2.2699146412808564,0.387,0.122,3.8924712240507386e-143,T cells,WIPF1
1.9705914789356356e-79,2.2692793767583654,0.208,0.061,8.246925339345635e-75,T cells,LPXN
0,2.2587654126419947,0.807,0.185,0,T cells,SRGN
1.9724157463537844e-73,2.258110673514007,0.284,0.112,8.254559898490588e-69,T cells,TCF7
1.0922418288643499e-124,2.25784812839971,0.163,0.027,4.571032053797304e-120,T cells,FCMR
4.3686347929605357e-141,2.2487129727097503,0.468,0.186,1.828273660853984e-136,T cells,CDC42SE2
2.3433565415273106e-144,2.2422878951068337,0.389,0.126,9.8069471262917955e-140,T cells,PSMB8
5.052291467983588e-52,2.2353175563854943,0.156,0.049,2.1143839793511314e-47,T cells,ARHGAP4
4.278037983073314e-90,2.2309758323317292,0.347,0.141,1.790358895916182e-85,T cells,CNOT6L
0,2.2172699734749903,0.99,0.853,0,T cells,TMSB4X
3.766037225104695e-141,2.2001791250228333,0.276,0.065,1.5760865787063148e-136,T cells,GPR65
2.5887275466781564e-40,2.180057072103151,0.164,0.062,1.0833824782848085e-35,T cells,GLIPR2
1.9926860623039638e-76,2.1773263262837688,0.224,0.071,8.339391170742088e-72,T cells,GLIPR1
2.5470446128711497e-85,2.1657276460234547,0.297,0.109,1.0659381704865762e-80,T cells,VPS37B
1.5513821648643383e-94,2.1640352671702945,0.238,0.068,6.492534359957255e-90,T cells,TNFRSF14
5.935061231227074e-71,2.162510843558918,0.304,0.129,2.4838231252685305e-66,T cells,TMEM243
1.0251974996009106e-62,2.1617057674390048,0.168,0.049,4.290451535829811e-58,T cells,NFKB2
0,2.1581907253723918,0.883,0.475,0,T cells,JUNB
5.133540570288437e-80,2.1568096865478457,0.17,0.042,2.148386728665711e-75,T cells,IL16
1.3229852478234463e-44,2.156112570044752,0.33,0.192,5.536693262141123e-40,T cells,TOB1
1.512779093938093e-59,2.155430123676525,0.145,0.039,6.3309805081309194e-55,T cells,MYO1F
1.689205375168827e-49,2.153343836742226,0.252,0.115,7.069324495081541e-45,T cells,MGAT4A
1.2020539375690867e-63,2.147395388886915,0.254,0.099,5.030595728726628e-59,T cells,FMNL1
4.84752559021153e-248,2.140048626237315,0.732,0.332,2.0286894595035253e-243,T cells,MYL12A
6.285156847896591e-110,2.1283116246319405,0.307,0.096,2.6303381408447235e-105,T cells,TGFB1
1.8830017738349992e-134,2.117313136999544,0.565,0.292,7.880362423499472e-130,T cells,YPEL5
6.117386649369188e-114,2.1061283863805356,0.511,0.253,2.560126312761005e-109,T cells,DNAJB1
2.949986880572633e-116,2.1025417941802598,0.443,0.188,1.234569509519647e-111,T cells,LITAF
4.6308090459206885e-53,2.10138499499286,0.144,0.042,1.937993585717808e-48,T cells,ZC3H12A
6.630404167846969e-29,2.1006215352652733,0.254,0.15,2.7748241442439566e-24,T cells,CCNH
1.4335412679449372e-236,2.088487574057884,0.82,0.519,5.999370206349562e-232,T cells,BTG1
7.105997856877241e-40,2.0834956292283127,0.164,0.062,2.9738601031031255e-35,T cells,SAMD9
1.2976335723519572e-43,2.0760828968450165,0.171,0.063,5.430596500292941e-39,T cells,SHFL
2.14410544250917e-58,2.0729403009191447,0.157,0.045,8.973081276900875e-54,T cells,CCDC88C
6.55266136925916e-88,2.0553930231458697,0.49,0.28,2.7422887830349585e-83,T cells,PPP2R5C
2.4253324016848573e-57,2.0523366257432043,0.228,0.088,1.0150016101051128e-52,T cells,CYTOR
2.976976840974158e-63,2.0502848435304815,0.212,0.072,1.2458648079476852e-58,T cells,CSRNP1
4.6066305270331775e-63,2.048529222047388,0.164,0.046,1.9278748755633848e-58,T cells,INPP5D
5.3388546765704195e-99,2.045304968528885,0.224,0.058,2.2343106821447204e-94,T cells,HOPX
5.5551330814063465e-36,2.0352684544183868,0.181,0.077,2.324823194568556e-31,T cells,USP36
0,2.0347909724218676,0.912,0.625,0,T cells,PFN1
1.5199531701592098e-107,2.0318309997719926,0.516,0.276,6.361004017116293e-103,T cells,ARL4C
1.4148210803249711e-57,2.025286170724521,0.323,0.162,5.921026221160004e-53,T cells,SMAP2
3.64514591633227e-220,2.0223281805105566,0.506,0.143,1.525493565985055e-215,T cells,NR4A2
5.22714866089818e-92,2.0183049312902996,0.122,0.02,2.1875617145858884e-87,T cells,IL2RB
2.1341669953361123e-88,2.0035771903894166,0.323,0.121,8.93148887548163e-84,T cells,ARID5B
0,9.664664504957791,0.18,0.001,0,NK cells,KRT81
0,8.67362440645655,0.536,0.005,0,NK cells,XCL1
0,8.666824879909695,0.385,0.002,0,NK cells,KLRF1
0,8.31491213967846,0.608,0.007,0,NK cells,XCL2
0,8.186868879456146,0.495,0.004,0,NK cells,KLRC1
0,7.537676055101095,0.181,0.002,0,NK cells,KLRC2
0,7.196544238682792,0.573,0.034,0,NK cells,GNLY
0,6.84437575802272,0.169,0.005,0,NK cells,CD160
0,6.660714879499327,0.182,0.003,0,NK cells,PTGDR
0,6.598318051589071,0.15,0.002,0,NK cells,SH2D1B
0,6.448992372097117,0.39,0.009,0,NK cells,IL2RB
0,6.437955414015669,0.674,0.02,0,NK cells,CTSW
0,6.28698805026856,0.324,0.009,0,NK cells,PRF1
0,6.18491856098919,0.127,0.003,0,NK cells,LINC00299
0,6.056148324120687,0.613,0.016,0,NK cells,TRDC
0,5.9827144601212705,0.143,0.004,0,NK cells,SPINK2
0,5.973120604921664,0.589,0.021,0,NK cells,KLRD1
0,5.947209552505511,0.36,0.014,0,NK cells,TNFRSF18
0,5.894631291327342,0.167,0.006,0,NK cells,FGFBP2
0,5.871412520651759,0.748,0.059,0,NK cells,NKG7
0,5.86459697107077,0.81,0.034,0,NK cells,KLRB1
0,5.627745338117762,0.409,0.015,0,NK cells,MATK
0,5.526140275070167,0.233,0.007,0,NK cells,TRGC1
0,5.368733203097366,0.617,0.032,0,NK cells,CST7
0,5.215204068698276,0.165,0.009,0,NK cells,CRTAM
3.6182990175269754e-278,5.022312686372345,0.213,0.022,1.5142581388350391e-273,NK cells,B3GNT7
6.068731243081844e-284,4.946946634294093,0.54,0.169,2.5397640252297518e-279,NK cells,CMC1
0,4.922119427517279,0.164,0.009,0,NK cells,LINC01871
0,4.781701684312275,0.185,0.009,0,NK cells,TNFSF14
0,4.772836122009548,0.768,0.064,0,NK cells,CD7
0,4.770330776401127,0.532,0.091,0,NK cells,CCL4
0,4.732385012527891,0.451,0.028,0,NK cells,GZMA
0,4.664892217158918,0.203,0.009,0,NK cells,NCR3
0,4.588720519505664,0.239,0.014,0,NK cells,PYHIN1
0,4.5510838416819714,0.642,0.073,0,NK cells,CCL5
3.0395271656299823e-238,4.5447781464585395,0.118,0.007,1.2720421188161475e-233,NK cells,TIGIT
0,4.451501460085318,0.381,0.032,0,NK cells,SYTL3
7.938676184933845e-226,4.440588022731266,0.282,0.05,3.3223359833948143e-221,NK cells,METRNL
0,4.4405675595463485,0.219,0.01,0,NK cells,TXK
0,4.421242684138864,0.401,0.033,0,NK cells,CD247
0,4.361680445438552,0.531,0.045,0,NK cells,HOPX
2.539558475192368e-215,4.305523686983181,0.136,0.011,1.0628052218680062e-210,NK cells,IFNG
0,4.269022128026678,0.191,0.014,0,NK cells,GZMH
0,4.229423854696252,0.552,0.055,0,NK cells,AREG
0,4.161824661547152,0.313,0.027,0,NK cells,GZMM
3.832763433634295e-207,4.149184135092657,0.124,0.009,1.6040114969759525e-202,NK cells,CAPN12
0,4.127572165487672,0.389,0.039,0,NK cells,SLA
3.5975765500189817e-242,4.105018370419097,0.146,0.011,1.5055857861829438e-237,NK cells,LINC00861
0,4.060136716896379,0.231,0.023,0,NK cells,TMIGD2
0,4.057409205412768,0.394,0.04,0,NK cells,RUNX3
2.8714306592875706e-213,4.029678090024424,0.164,0.016,1.2016937309118483e-208,NK cells,PSTPIP1
0,4.021872540837543,0.302,0.025,0,NK cells,CD96
0,3.9866441719220163,0.301,0.032,0,NK cells,DOK2
0,3.9633298679785662,0.685,0.107,0,NK cells,DUSP2
